teacher_legacy_id,teacher_id,teacher_name,teacher_department,rating_legacy_id,date,class,comment,quality,difficulty,attendance_mandatory,would_take_again,grade,is_online,textbook_use,thumbs_up,thumbs_down
2642486,VGVhY2hlci0yNjQyNDg2,Juan Ortega Alvarez,Engineering,38846448,2024-01-08 05:32:10 +0000 UTC,ENGE1215,"Even though attendance isn't mandatory, it may affect your grade if you make a habit of missing class. Ortega and his TAs are great: super caring and helpful. The majority of the class is team projects, and there can be some weeks with a heavy workload but overall an easy class if you do your work. I am literally taking 1216 with him this semester.",4,1,non mandatory,1,A,False,-1,0,0
2642486,VGVhY2hlci0yNjQyNDg2,Juan Ortega Alvarez,Engineering,38172930,2023-08-17 23:46:03 +0000 UTC,ENGE1215,"I had him for ENGE 1215 and ENGE 1216. He is honestly an amazing professor that gets the class to engage with him and the work. He is quite flexible and understanding in general. Classwork and its difficulty typically depends on who you get as your teammates, which I think is true for other ENGE 1215/1216 sections.",5,2,mandatory,1,A,False,-1,0,0
2642486,VGVhY2hlci0yNjQyNDg2,Juan Ortega Alvarez,Engineering,37343518,2023-01-17 16:00:58 +0000 UTC,ENGE1215,Good professor. Highly recommend taking engineering with him.,4,1,non mandatory,1,A+,False,-1,0,0
2642486,VGVhY2hlci0yNjQyNDg2,Juan Ortega Alvarez,Engineering,37338773,2023-01-16 13:56:38 +0000 UTC,ENGE1215,Dr. Ortega is an amazing professor. He cares a lot about his students and his class. 1215 isn't exactly the most exciting class but he makes it worth showing up. Ortega is flexible about assignments if you give him a heads up or if you are sick / have an emergency. Overall a really great professor that cares about students and their success.,5,2,mandatory,1,A,False,-1,0,0
2642486,VGVhY2hlci0yNjQyNDg2,Juan Ortega Alvarez,Engineering,36991345,2022-12-06 19:32:25 +0000 UTC,ENGE1215,"He is a very good guy, cares about his students. I have nothing bad to say about this guy, he's also very understanding. Pray that you will get good group members, because some people don't. There are a lot of group projects/activities.",5,2,non mandatory,1,A,False,-1,0,0
2642486,VGVhY2hlci0yNjQyNDg2,Juan Ortega Alvarez,Engineering,36705042,2022-10-16 18:51:15 +0000 UTC,ENGE1215,"Great guy and passionate about engineering. His lectures can be a bit boring but that's mainly just because it's ENGE1215. Some of his TAs are ridiculously dumb about grading, but everytime I spoke to him about grading he was very understanding. The class is easy as long as you get a good group. It's maybe a month of work spread over a semester.",5,2,non mandatory,1,A,False,-1,0,0
2642486,VGVhY2hlci0yNjQyNDg2,Juan Ortega Alvarez,Engineering,36598973,2022-08-20 14:28:26 +0000 UTC,ENGE1216,"He is very kind and approachable. Even when he was lecturing on boring subjects, I could feel that he cared for his students and his success. He also grades fairly easily. Just look at the rubric and use the templates for the assignments and it's easy to get at least an A-.",5,2,non mandatory,1,A,False,-1,0,0
2642486,VGVhY2hlci0yNjQyNDg2,Juan Ortega Alvarez,Engineering,35542701,2021-12-15 20:41:50 +0000 UTC,ENGE1216,"Dr. Ortega was an amazing professor through and through and in each of his lectures you could see true passion and care for the things he teaches. He was kind and always available when questions arose, though procrastinators beware because there are a lot of small easy assignments that can creep up on you without you noticing (hence my B).",5,3,mandatory,1,B,False,0,0,0
2642486,VGVhY2hlci0yNjQyNDg2,Juan Ortega Alvarez,Engineering,35018784,2021-08-10 18:24:41 +0000 UTC,ENGE1216,"A really easy class unless you're stuck with a bad group. If you have a good group and follow all his instructions, you'll get an A. I had some problems going on outside of class and he was super kind and flexible.",5,2,non mandatory,1,A,False,0,0,0
2642486,VGVhY2hlci0yNjQyNDg2,Juan Ortega Alvarez,Engineering,34749311,2021-05-10 02:04:08 +0000 UTC,ENGE1216,"Very laid-back professor. Enjoyed his lectures and he encourages participation, which I love.",5,2,mandatory,1,,True,0,0,0
2642486,VGVhY2hlci0yNjQyNDg2,Juan Ortega Alvarez,Engineering,34299438,2021-01-20 20:07:47 +0000 UTC,ENGE1215,A great introduction course for engineering at Virginia Tech.,4,2,non mandatory,1,A,False,0,0,0
2642486,VGVhY2hlci0yNjQyNDg2,Juan Ortega Alvarez,Engineering,34293342,2021-01-19 16:15:12 +0000 UTC,ENGE1215,Professor Ortega is a really great professor. He is calming and really enjoys his job. Explains things clearly. Group work heavy so if your in a bad group this class might seem not as good but it is not the professors fault. Smart and calming man!,5,2,non mandatory,1,,False,0,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,41542813,2025-08-02 15:32:40 +0000 UTC,ESM2304,"His clear explanations and sense of humor made the class enjoyable. The short YouTube videos for every concept really helped me grasp tough material. It's still a very hard and fast class, but he made it much more approachable. He goes really fast, so really go to the videos to do the problems again for yourslef outside of class.",5,4,mandatory,1,A-,False,-1,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,41372511,2025-05-28 01:00:12 +0000 UTC,ESM2104,"Easily one of the best teachers/professors I have ever had. His lectures are straight out of a movie -- they are so animated, it's hard not to pay attention. He made statics, a difficult subject, easy to learn, and in an engaging way. Also, his grading is very fair, and he even gives a variety of extra credit opportunities.",5,3,non mandatory,1,A,False,3,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,41354098,2025-05-23 18:06:32 +0000 UTC,ESM2104,"Bolton is an awesome professor and awesome guy. He gives extra credit on all his tests and curves them if the average is low. He is very caring for all his students and wants to help you succeed. There are multiple opportunities to increase your grade and his office hours are very helpful. If you ask him, he will bump up your grade from a minus",5,3,non mandatory,1,A,False,-1,1,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,41317215,2025-05-18 20:37:01 +0000 UTC,ESM2104,"His lectures are so animated, it's easy to listen. He makes education fun, and he makes statics easy to understand. He provides MULTIPLE practice tests before every exam, and he grades very fairly. He is like one of those inspirational teacher characters from a movie - it really doesn't get any better than him.",5,2,non mandatory,1,A,False,3,1,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,41183621,2025-05-06 21:24:08 +0000 UTC,ESM2304,"Had him for both Statics and Dynamics, came back to say that Dr.Bolton is the best prof at VT.  Course is well structured, very accessible resources, reasonable tests, engaging lectures, and he cares about students.  Bolton constantly works to improve his course and it shows.  He is a huge inspiration and deserves a raise.",5,3,non mandatory,1,A-,False,3,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,40890069,2025-04-08 02:51:45 +0000 UTC,ESM2304,"One of the best experiences I have had at VT was his dynamics class. He just energizes you to want to do well. His homeworks and exams are hard, but he provides hints and is very helpful during office hours. He also wrote the textbook so it's super easy to follow along with it. The most organized professor ever. IT'S OVER!!!!!!",5,4,non mandatory,1,A,False,3,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,40588363,2025-01-22 20:31:50 +0000 UTC,ESM2104,"Dr. Bolton is truly one of the best professors I have had at VT. He provides an immense number of resources, like recorded lectures, detailed homework solutions, helpful office hours, and ample notes. He is very organized and always describes the most common mistakes on problems. I 100% recommend him for Statics. He also curved exams, if needed.",5,3,non mandatory,1,A,False,3,1,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,40555603,2025-01-15 20:32:29 +0000 UTC,ESM2104,Dr. Bolton is the most passionate professor I've had. His lectures are engaging and fun. Though the tests were incredibly long and difficult (most students didn't finish) Dr. Bolton will curve if the average is low. He cares about his student's grades a lot and is very reasonable.,5,4,non mandatory,1,D,False,-1,1,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,40432522,2024-12-24 21:30:59 +0000 UTC,ESM2104,"Best professor at VT. He genuinely cares for his students and helps them succeed. He's always available outside of class. A hilarious storyteller with amazing energy. made statics my most fun class of the semester. Go to class, do the homework, ask questions when you need and you should do great.",5,1,non mandatory,1,B-,False,3,1,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,40402468,2024-12-21 00:06:01 +0000 UTC,ESM2304,"Dr.Bolton is everything a good professor should be, and probably my favorite at VT.  Hilarious and engaging lectures, and made Statics so easy to understand.  He deserves an award or something for how awesome of a professor he is, I also loved his stories.  Notes and Canvas page are super organized, and he goes above and beyond.  IT'S OVER!!!",5,3,non mandatory,1,A,False,3,1,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,40302749,2024-12-15 01:59:09 +0000 UTC,ESM2104,"IT'S OVER! Dr. Bolton is the best professor I've had at VT. He genuinely cares about his students, listens to feedback, and clearly explains concepts. He thoroughly goes through examples and has plenty of extra resources if you're struggling in the class. He's enthusiastic about the subject and makes lecture entertaining with his clever personality",5,3,non mandatory,1,Not sure yet,False,-1,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,40160069,2024-12-08 18:59:56 +0000 UTC,ESM2104,"Professor Bolton is one of the best teachers I have had, he is very enthusiastic and makes the lectures worth attending although it is not mandatory as he records all of them. He teaches the material by doing problems in class and working through them with the students and checking for understanding. He wants his students to do very well.",5,3,non mandatory,1,A,False,3,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,40104204,2024-12-04 21:11:34 +0000 UTC,ESM2104,"Best professor at Virginia Tech, genuinely wants to help you",5,3,non mandatory,1,,False,3,1,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,39672914,2024-08-09 15:43:47 +0000 UTC,ESM2304,"I am so happy I took Professor Bolton for my summer Dynamics class. In his syllabus, emails, and lectures he hints at tips for success and common student pitfalls. I found the exams to be very similar to in class examples and homework. He also curved some of my class' exams by a decent amount.",5,4,non mandatory,1,C-,True,3,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,39423863,2024-05-09 21:58:04 +0000 UTC,ESM2304,"Dr. Bolton is one of the best teachers I have ever had. He teaches with so much enthusiasm and is hilarious during lectures. He also does a ton of examples in class. He gives 2-3 challenging online homework assignments per week, but you will be set if you go to office hours, as he is always willing to help. He wants his students to succeed.",5,4,,1,B,False,,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,39306881,2024-04-30 01:18:00 +0000 UTC,ESM2304,Dr. Bolton is a great professor. He is exciting during the lectures and keeps the students engaged. For a class like dynamics this was definitely necessary. I recommend Dr. Bolton to anyone who tends to drift off or become bored during class because he makes that very difficult. Truly cares and wants students to succeed.,5,3,non mandatory,1,B,False,3,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,38884170,2024-01-16 00:07:21 +0000 UTC,ESM2104,"Extremely clear when teaching and helpful with answering questions. Biggest thing is he teaches with an insane amount of examples which is the bulk of all exams. Also, he posts videos of all lectures and practice problems you will ever need to be prepared.",5,3,non mandatory,1,A,False,-1,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,38872803,2024-01-12 10:33:34 +0000 UTC,ESM2104,"Got to be hands-down one of the best teachers at Tech. Statics is one of the essential classes for engineering basics, so I think it's very important to learn it solidly. While his class is hard, you'll come out of it really knowing your stuff. Office hours are the best, he's willing and able to answer any questions you have even just over email.",5,4,non mandatory,1,B+,False,3,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,38707062,2023-12-16 17:27:22 +0000 UTC,ESM2104,"Amazing. His lectures are great and focus on example problems which prepares you very well for exams. His exams are very fair and often have the highest averages of all the statics sections. Very fair professor and genuinely listens to student feedback. Ignore his historically low GPA averages, those are from when he taught as a grad student.",5,3,non mandatory,1,A,False,3,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,38693682,2023-12-15 19:14:34 +0000 UTC,ESM2104,Bolton was a great professor for statics. He's a funny professor that keeps you engaged in the lectures. You can also skip class and just watch the lectures at home because he posts them. He has little videos you can watch if you get lost at a certain point and his tests were fairly easy compared to the HW. He does assign 2-3 assignments a week,5,3,non mandatory,1,A-,False,-1,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,38684574,2023-12-15 03:30:47 +0000 UTC,ESM2104,"Dr. Bolton does everything an ideal professor should do. He posts tons of extra videos on Canvas going over every concept more in-depth. His lectures cover a lot of example problems and he's entertaining. Tests were pretty fair, if you go to class and do the homework you'll be fine.",5,4,non mandatory,1,B,False,3,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,38237422,2023-09-27 04:57:20 +0000 UTC,ESM2104,"Bolton is an amazing professor. He's very passionate about what he teaches, and his loud, energetic voice will always keep you engaged during his lectures. He does everything that an ideal professor should do, and he's a really entertaining person.",5,4,non mandatory,1,,False,-1,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,38171731,2023-08-17 14:31:28 +0000 UTC,ESM2304,"Amazing teacher, Bolton's students understand the material better than any other class. His lectures are fast paced and super dense with information, but he is really good at what he does and very passionate for students success.",5,4,non mandatory,1,B+,False,3,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,38156205,2023-08-10 01:28:19 +0000 UTC,ESM2104,"Dr Bolton is one of the best professors I have met throughout my college career. He actually wants his students to learn and achieve success in Statics. He is also very accessible outside of class. But, he also gives out a lot of homework problems because he believes that practice makes perfect. Overall, a fantastic professor to have for statics.",5,4,non mandatory,1,A,False,-1,1,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,38011699,2023-06-01 04:31:51 +0000 UTC,ESM2104,"Dr. Bolton is insanely smart and genuinely cares about his students and their grades. He will spend extra time to make sure everyone understands a concept, and the way he teaches works. He does not take attendance, but statics is not a class you can miss, if you go to class you will be fine.",5,3,non mandatory,1,C,False,3,1,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,37979493,2023-05-23 19:52:40 +0000 UTC,ESM2104,"Dr. Bolton is incredibly passionate and well-spoken. But Statics is extremely difficult and you need to put in a lot of time to do well. He posts notes, hw, and test solutions in video format on Canvas which helped me a ton. Theyre very thorough. No curves, but his class averages are higher than others. Gives lots of hw. I would 100% have him again",5,4,non mandatory,1,Rather not say,False,3,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,37807167,2023-05-03 17:52:12 +0000 UTC,ESM2304,"Had him a second time this semester and Professor Bolton continues to be excellent. Super enthusiastic, engaging, and knowledgeable. He often relates back to his time as a student and is truly motivational. He made me want to succeed at Dynamics. Great lectures in terms of content as well - tons of examples and good with questions and explanations.",5,3,non mandatory,1,B-,False,3,1,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,37333729,2023-01-14 16:02:52 +0000 UTC,ESM2104,I loved his lectures. They were mostly practice problems but he explained everything so clearly. He is so passionate about mechanics and will make that clear to you the first day. He sometimes rambles about random things but it is kind of nice. Lots of homework. His tests were straightforward and he gave a good amount of partial credit.,5,3,non mandatory,1,B,False,3,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,37294515,2023-01-06 22:12:07 +0000 UTC,ESM2104,I would highly recommend Dr. Bolton. He is an excellent lecturer. The test averages were kind of low but if you study you'll do fine.,5,3,non mandatory,1,A-,False,3,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,37135688,2022-12-15 14:20:43 +0000 UTC,ESM2104,"Bolton is honestly such a good lecturer. He is clearly passionate about Statics and wants you to learn. He does a really good job of relating to the students and is clear about what should be on tests. Yes, the course is hard, but not impossible. Office hours are extremely useful.",5,4,non mandatory,1,B,False,-1,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,37005288,2022-12-07 15:23:19 +0000 UTC,ESM2104,"Bolton is an excellent professor. He is clearly super passionate about mechanics and brings that enthusiasm every day, and he really makes you want to learn the material. He goes a little fast sometimes but the plus side is you're never bored in class. The examples and lectures lined up well with tests and homeworks. I enjoyed his stories too.",5,3,non mandatory,1,A,False,3,1,2
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,36796206,2022-11-08 17:46:57 +0000 UTC,ESM2104,"Bolton has a great personality, is nice and no foreign accent. That's about it. Roughly 4-5 hours of homework per week on top of other homework you have. Curves are small. Average for Test 2 was 65 for all of his classes, curved it to a 69 overall. Yell talks. Lectures are just example problems for an hour and a half straight at 2x speed. RIP GPA.",2,4,non mandatory,,D,False,3,2,9
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,18496280,2011-04-30 00:16:19 +0000 UTC,ESM2304,"I think Bolton is highly over rated. You may learn the material, but it's not worth it if you work your tail off and only get a D. Averages for tests were below 55, and he wouldn't give a concrete answer on what to expect with a grade curve. We should revert to grade school principles, where we don't need a curve to pass a course.",3,5,,,,False,4,0,4
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,17996495,2010-12-19 13:18:50 +0000 UTC,ESM3704,"Professor Bolton actually cares about what students have to say and will actively change his class according to complaints and requests. His classes are HARD, but he does curve and is consistent with his grading. He tries to make it as obvious as possible what he wants from you and give you the tools to succeed. You will learn in his class.",5,5,,,,False,4,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,17950218,2010-12-15 13:35:41 +0000 UTC,ESM2104,ONLY TAKE THIS PROFESSOR IF YOU ARE OK WITH FAILING.  His motto is that he doesnt really give a crap if you fail as long as you learn the material.  The test average for every test he gives will be right around a 60 including the final. I dont see how they allow him to be a teacher with his absolute ruthless grading,4,5,,,,False,5,0,6
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,17827280,2010-11-29 01:03:21 +0000 UTC,ESM2104,"By far one of the best and most clear teachers, Very energetic too.  But he has no sympathy when it comes to grading.  last test average was about a 30 and he only added 15 points.",5,4,,,,False,5,0,1
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,17702268,2010-10-28 09:51:51 +0000 UTC,ESM2104,I have never had a professor who cares so much about his students!  Great professor.,5,3,,,,False,5,1,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,15392098,2009-01-19 21:26:20 +0000 UTC,ESM2304,"Wonderful teacher. Dynamics will always difficult, but Prof. Bolton does everything he can to help you out. He goes over the assigned homework problems every class and answers any questions. He gives example problems along with every lecture, which helps a ton. He is consistent and a fair grader. I would definitely recommend him.",5,4,,,,False,5,0,0
1159158,VGVhY2hlci0xMTU5MTU4,Jeff Bolton,Engineering,14696188,2008-07-29 11:14:48 +0000 UTC,ESM2104,"Best instructor ive ever had from the esm department period, I got an A in his statics class and have enrolled to take dynamics with him; if you can get this guy as your teacher DO IT! He's seriously up there with Prof. Chang.",5,4,,,,False,4,2,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,41542816,2025-08-02 15:35:39 +0000 UTC,ME2134,"Her clear explanations and engaging teaching style made a tough thermodynamics class much clearer. Office hours were super helpful with plenty of time and a welcoming environment to ask questions alongside other students!!! It was still a hard class, with a insane amount of homework, but do it in office hours with other students!!!",5,4,non mandatory,1,A,False,3,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,41305414,2025-05-16 18:55:06 +0000 UTC,ME2134,"Dr. Davison is hands down my favorite professor at VT. Thermo is hard, but she has a ton of resources available to help you. Her office hours are great and she's always accessible by email to answer any questions you have. She is the most caring and overworked prof I've had if any vt admin are reading this please give her a raise she deserves it.",5,2,mandatory,1,A,False,3,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,41054731,2025-04-26 16:41:52 +0000 UTC,ESM2204,"I had her for thermo, extremely nice and friendly but the class is very difficult. Not an exceptional lecturer, but above average. Her office hours are amazing and she is available to answer questions most of the time",4,5,mandatory,1,B,False,3,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,40460574,2024-12-30 17:49:40 +0000 UTC,ESM2104,She was great for statics. Her lectures are dry but clear and simple and if you pay attention in lecture you will be completely fine. She is nice and cares about her students and grades fairly. She is accessible and answers questions well. She is very consistent and posts all her notes. Homework was time consuming but not hard and helped me learn.,5,2,non mandatory,1,A,False,-1,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,40022111,2024-11-24 03:27:50 +0000 UTC,ESM2204,"Great professor, has very straight forward and approachable homework assignments and lectures.",5,2,non mandatory,1,A,False,3,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,39565305,2024-06-11 22:22:56 +0000 UTC,ESM2104,"Although this class was challenging, Professor Davison's teaching style worked great for the class. She posts lecture outline powerpoints before class, students can download them and work through the problems with her in class. She gives a lot of homework, but the homework is super helpful. To do well you need to go to class and do the homework!!",5,4,non mandatory,1,B-,False,-1,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,39516317,2024-05-24 05:40:25 +0000 UTC,ESM2104,"Dr. Davison has office hours every day of the week for long periods of time. She also emails a lot if for some reason you can't make it to office hours. She posts her lecture notes, which is very helpful. The problems take forever, but that is the case regardless of which prof you take. She offers some extra credit at the end of the semester.",5,3,mandatory,1,B-,False,-1,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,39346631,2024-05-02 22:30:59 +0000 UTC,ESM2104,"This class is tough but Prof Davison is great! Stay active in lectures + do practice problems and you will be fine. It's a lot of HW (2-3 per week, took me about 4-5 hours per hw) but it keeps you practicing everything you need to know for the exams. Attendance not required but she does random in-class exercises for a grade.",5,3,mandatory,1,B+,False,-1,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,39328224,2024-05-01 17:51:48 +0000 UTC,ESM2104,"My fav prof I've had here at VT. Super clear lectures with thorough example problems and was super accessible outside of class through office hours and email. Always took the time to help me understand the *why* behind the solutions I was getting when I came to her for help. I don't care what you have to do to make it happen, but take Dr. Davidson!",5,3,non mandatory,1,B-,False,-1,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,39205484,2024-04-18 20:54:38 +0000 UTC,ESM2104,The best out of all of the statics teachers by far. She goes slow enough in lectures so that you can actually understand whats going on. BEWARE OF HOMEWORK. The amount of homework is insane if you dont keep up with it. 2-3 written assignments per week with each one taking 2-3 hours easily. She is very available during office hours.,5,4,non mandatory,1,B,False,-1,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,38716151,2023-12-17 16:09:15 +0000 UTC,ESM2104,"Everything was going well with this professor until the final grades came out. I finished with a 79.8 percent in the class and I emailed her a couple of times wondering if she could round me up, I got ghosted and never rounded up even though I went to all of her office hours and sat front row in class.",2,3,mandatory,,C+,False,-1,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,38520584,2023-12-05 16:39:26 +0000 UTC,ESM2104,Super nice and great teacher. Explains things very well and is always there for help over email or in office hours.,5,2,non mandatory,1,A,False,-1,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,38440880,2023-11-27 15:17:44 +0000 UTC,ESM2104,"Homework 1-2 times a week. Tests count for a lot towards grade, however there is always a practice test that outlines everything you will need.",5,4,non mandatory,1,B+,False,3,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,38430785,2023-11-22 20:55:52 +0000 UTC,ESM2104,"Homework 1-2 times/week, great lecture notes. Tests are thorough but you are allowed a formula sheet. Provides plenty of examples in the notes that resemble test questions so if you understand the lectures and in-class examples, you will be just fine in her class. Apparently Roger Chang is the best, but Dr. Davison is certainly in that space too.",5,3,non mandatory,1,Incomplete,False,-1,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,37898534,2023-05-11 17:39:46 +0000 UTC,ESM2104,"Took Davison for statics deforms and dynamics. She is a great lecturer who genuinely cares about her students. The homework's do a great job of preparing you for the tests (which are very fair). Extra credit quizzes throughout the semester help boost your grade. Does an excellent job teaching engineering fundamentals, would take again.",5,3,non mandatory,1,A,False,-1,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,37112272,2022-12-14 05:38:31 +0000 UTC,ESM2204,"Amazing teacher! Had her for statics and deforms, has very good lectures. Goes slow in class and is eager to answer any questions. Has A TON of office hours and is there to help you in any way. Prepares you well for tests through homework and practice tests on canvas. Highly recommend taking Dr. Davison!",5,3,non mandatory,1,A+,False,-1,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,36212018,2022-05-02 13:33:11 +0000 UTC,ESM2204,Makes it very clear what you need to know and gives lots of practice material. Class is typically spent going over lots of example problems showing exactly what you need to know. Always responds to emails quickly.,5,3,non mandatory,1,A-,False,3,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,35551449,2021-12-16 04:01:31 +0000 UTC,ESM2104,"She is an incredible professor! She made it so easy to learn Statics. I recommend downloading her blank lecture slides and annotating them while she lectures. I didn't think there was too much homework. The Wiley HW sometimes takes time, but the lecture quizzes are super quick and easy. I want to take Deforms with her next semester!",5,3,non mandatory,1,A+,False,0,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,35455544,2021-12-10 14:13:43 +0000 UTC,ESM2104,She's an easy going professor who gives great lectures. She definitely gives a lot of homework but all of those problems do prepare you for the test. Tests are too hard mainly because she does a good job preparing her students. Definitely recommend.,5,3,non mandatory,1,B+,False,0,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,35356237,2021-12-03 03:48:02 +0000 UTC,ESM2104,"I had Professor Davison for Statics, and I believe there is no one better to teach the class. The lectures broke topics town into easier bite-sized pieces. She gave homework and short lecture quizzes frequently, but this extra practice inevitably helped my understanding. Lastly, she will happily help with homework problems during her office hours.",5,4,,1,,False,5,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,34825017,2021-05-19 16:38:28 +0000 UTC,ESM2104,"Listen to everyone else, she's great. I had her for statics and we had short (5 mins) lecture quizzes and a few homework problems after almost every lecture which helped me understand the material but never felt like busy work. People get low grades on tests before she gives partial credit but they always shoot way up. Getting her for deforms!",5,3,non mandatory,1,A+,False,0,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,34824888,2021-05-19 16:22:45 +0000 UTC,ESM2104,"Very helpful professor, one of my favorites this semester. Statics is a hard class but she did a great job at clearly explaining the material and answering any questions related to the lecture /homework. Homework always had answers which helped. Test were weighted significantly, but there was lots of prep material for each exam.",5,3,non mandatory,1,B+,True,0,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,34771940,2021-05-12 04:38:26 +0000 UTC,ESM2104,"Dr. Davison is the best Statics prof at VT! Homework was assigned 2-3 times a week and doing it was a solid way of understanding class material. Take notes on example q's during her lectures. She was happy to schedule office hours regularly for as long as I needed to understand the material! She is also very kind, approachable, and understanding.",5,4,,1,B+,False,0,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,34153931,2020-12-20 03:34:36 +0000 UTC,ESM2204,"Had her for both Deforms and Statics, Great professor, she gives really good lectures. In her homeworks she provides the answers and just wants you to show how to get there. Its a hard class and her tests are difficult, but she gives good partial credit and has practice tests. Would recommend.",5,4,mandatory,1,C,True,0,0,0
2182249,VGVhY2hlci0yMTgyMjQ5,Sneha Davison,Engineering,33427437,2020-06-11 14:27:17 +0000 UTC,ESM2104,"Dr. Davison is a fantastic prof! She teaches the material well, and is very accessible to help her students through office hours everyday. The hw and practice tests are extremely similar to the tests and prepare you well for the final. You have to put in effort to do well, but an A is very attainable in this class. I HIGHLY recommend Dr. Davison!!",5,4,non mandatory,1,A,False,0,0,0
