legacyId,id,firstName,lastName,department,school_legacyId,school_name,school_city,school_state,avgRating,avgDifficulty,numRatings,wouldTakeAgainPercent
717614,VGVhY2hlci03MTc2MTQ=,Michael,Buehrer,Engineering,1349,Virginia Tech,Blacksburg,VA,4.6,3.9,9,100
2861052,VGVhY2hlci0yODYxMDUy,Jeffrey,Warfford,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,3,2.5,2,50
2100284,VGVhY2hlci0yMTAwMjg0,Shvetha,Soundararajan,Computer Science,1349,Virginia Tech,Blacksburg,VA,3.7,2.7,3,50
2995658,VGVhY2hlci0yOTk1NjU4,Joseph,Vantassel,Engineering,1349,Virginia Tech,Blacksburg,VA,1,5,1,0
2989567,VGVhY2hlci0yOTg5NTY3,Sajad,Khodadadian,Engineering,1349,Virginia Tech,Blacksburg,VA,1.8,4.9,21,14.2857
1131515,VGVhY2hlci0xMTMxNTE1,Brian,Lattimer,Engineering,1349,Virginia Tech,Blacksburg,VA,3.3,3,5,66.6667
2385657,VGVhY2hlci0yMzg1NjU3,Josh,Iorio,Building Construction,1349,Virginia Tech,Blacksburg,VA,3,1.5,4,50
2817849,VGVhY2hlci0yODE3ODQ5,Michael,Bartlett,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
3025189,VGVhY2hlci0zMDI1MTg5,Kevin,Kochersberger,Engineering,1349,Virginia Tech,Blacksburg,VA,1,2,1,0
2287121,VGVhY2hlci0yMjg3MTIx,Peter,Han,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,1.9,4.3,33,18.1818
3025187,VGVhY2hlci0zMDI1MTg3,Andre,Muelenaer,Engineering,1349,Virginia Tech,Blacksburg,VA,1,2,1,0
2774477,VGVhY2hlci0yNzc0NDc3,Chenming Mike,Zhang,Engineering,1349,Virginia Tech,Blacksburg,VA,4.7,4.7,3,100
2615550,VGVhY2hlci0yNjE1NTUw,Michael,Philen,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,3.2,2.9,12,58.3333
2886639,VGVhY2hlci0yODg2NjM5,Mariah,Henderson,Engineering,1349,Virginia Tech,Blacksburg,VA,1.4,4.1,9,11.1111
2695807,VGVhY2hlci0yNjk1ODA3,Christopher,Kwaramba,Engineering,1349,Virginia Tech,Blacksburg,VA,2.1,2.9,18,33.3333
2843723,VGVhY2hlci0yODQzNzIz,Jaisohn,Kim,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,3.5,3.9,13,61.5385
1341197,VGVhY2hlci0xMzQxMTk3,Michael,Ruohoniemi,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,3.8,2.7,3,100
2739447,VGVhY2hlci0yNzM5NDQ3,Daniel,Dunlap,Computer Science,1349,Virginia Tech,Blacksburg,VA,5,1.2,6,100
824335,VGVhY2hlci04MjQzMzU=,A. Lynn,Abbott,Engineering,1349,Virginia Tech,Blacksburg,VA,3.8,3,3,50
1623724,VGVhY2hlci0xNjIzNzI0,Randy,Marchany,Computer Science,1349,Virginia Tech,Blacksburg,VA,4.5,3,3,100
2931623,VGVhY2hlci0yOTMxNjIz,Jordan,Budhu,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,3,3.5,2,50
2501053,VGVhY2hlci0yNTAxMDUz,Marie,Paretti,Engineering,1349,Virginia Tech,Blacksburg,VA,4.5,3,2,100
3014150,VGVhY2hlci0zMDE0MTUw,Peng,Gao,Computer Science,1349,Virginia Tech,Blacksburg,VA,1,4,1,0
3014169,VGVhY2hlci0zMDE0MTY5,Thidapat,Chantem,Engineering,1349,Virginia Tech,Blacksburg,VA,4,3,1,100
2891584,VGVhY2hlci0yODkxNTg0,Chris,Thomas,Computer Science,1349,Virginia Tech,Blacksburg,VA,5,4.8,5,100
2700524,VGVhY2hlci0yNzAwNTI0,Nathan,Lau,Engineering,1349,Virginia Tech,Blacksburg,VA,3.4,3,5,100
3013654,VGVhY2hlci0zMDEzNjU0,TM,Murali,Computer Science,1349,Virginia Tech,Blacksburg,VA,1,5,2,0
3013024,VGVhY2hlci0zMDEzMDI0,Aurelien,Borgoltz,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,3,3,1,0
3013031,VGVhY2hlci0zMDEzMDMx,Shane,Ross,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
3013296,VGVhY2hlci0zMDEzMjk2,William,Devenport,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
2965260,VGVhY2hlci0yOTY1MjYw,John ,Barbish,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,4.8,2.5,4,100
3011012,VGVhY2hlci0zMDExMDEy,Monica,Arul,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,3,4,1,100
2808050,VGVhY2hlci0yODA4MDUw,Onyeka,Emebo,Computer Science,1349,Virginia Tech,Blacksburg,VA,4.9,2.1,7,100
2657891,VGVhY2hlci0yNjU3ODkx,Yong,Lee,Engineering,1349,Virginia Tech,Blacksburg,VA,5,1.3,3,100
2774476,VGVhY2hlci0yNzc0NDc2,Clay,Wright,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2.5,2,100
2986069,VGVhY2hlci0yOTg2MDY5,Denton,Yoder,Engineering,1349,Virginia Tech,Blacksburg,VA,4,2,1,100
2882417,VGVhY2hlci0yODgyNDE3,John ,Little,Engineering,1349,Virginia Tech,Blacksburg,VA,1,4.5,2,0
2701683,VGVhY2hlci0yNzAxNjgz,Wu-chun,Feng,Computer Science,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
2766855,VGVhY2hlci0yNzY2ODU1,Bimal,Viswanath,Computer Science,1349,Virginia Tech,Blacksburg,VA,1,4.5,4,0
2967537,VGVhY2hlci0yOTY3NTM3,Poorvesh,Dongre,Computer Science,1349,Virginia Tech,Blacksburg,VA,2,4.3,3,0
1167863,VGVhY2hlci0xMTY3ODYz,Ranga,Pitchumani,Engineering,1349,Virginia Tech,Blacksburg,VA,2,4.8,5,0
2991787,VGVhY2hlci0yOTkxNzg3,Brendan,David-John,Computer Science,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
2725037,VGVhY2hlci0yNzI1MDM3,Lifu,Huang,Computer Science,1349,Virginia Tech,Blacksburg,VA,1.3,4.3,9,0
2967619,VGVhY2hlci0yOTY3NjE5,Jesse,Harden,Computer Science,1349,Virginia Tech,Blacksburg,VA,3.5,2.5,2,50
969843,VGVhY2hlci05Njk4NDM=,Kevin,Young,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2.7,7,100
2937349,VGVhY2hlci0yOTM3MzQ5,Martin,Skarzynski,Computer Science,1349,Virginia Tech,Blacksburg,VA,4,1.5,2,50
2552220,VGVhY2hlci0yNTUyMjIw,Andrew,Katz,Engineering,1349,Virginia Tech,Blacksburg,VA,5,1.5,6,100
2926409,VGVhY2hlci0yOTI2NDA5,Xun,Jian,Computer Science,1349,Virginia Tech,Blacksburg,VA,1.5,4.5,2,0
2866099,VGVhY2hlci0yODY2MDk5,Eric,Paterson,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,2.5,4.3,4,25
2455861,VGVhY2hlci0yNDU1ODYx,Al,Wicks,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,1.6,4.6,5,20
2394779,VGVhY2hlci0yMzk0Nzc5,Scott,England,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,5,3.3,4,100
2943019,VGVhY2hlci0yOTQzMDE5,Luca,Massa,Engineering,1349,Virginia Tech,Blacksburg,VA,2,4,2,0
2776463,VGVhY2hlci0yNzc2NDYz,Oumar,Barry,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,1,5,3,0
2406336,VGVhY2hlci0yNDA2MzM2,Ling,Li,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,2.7,3.7,18,38.8889
2938900,VGVhY2hlci0yOTM4OTAw,Hesham,Elmkharram,Engineering,1349,Virginia Tech,Blacksburg,VA,1.2,4.7,11,0
2520166,VGVhY2hlci0yNTIwMTY2,Adnan,Sarker,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,2.4,4.2,5,20
2657900,VGVhY2hlci0yNjU3OTAw,Rebecca,Cai,Engineering,1349,Virginia Tech,Blacksburg,VA,4.5,2.5,2,100
2703932,VGVhY2hlci0yNzAzOTMy,Arinjoy,Basak,Computer Science,1349,Virginia Tech,Blacksburg,VA,1.8,3.4,5,20
2332798,VGVhY2hlci0yMzMyNzk4,Shena,Davison,Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,4,100
2867629,VGVhY2hlci0yODY3NjI5,Eli ,Tilevich,Computer Science,1349,Virginia Tech,Blacksburg,VA,4,2.5,4,80
2816261,VGVhY2hlci0yODE2MjYx,Eman,Abdelrahman,Computer Science,1349,Virginia Tech,Blacksburg,VA,4.3,2,3,100
2294291,VGVhY2hlci0yMjk0Mjkx,Alejandro,Salado,Engineering,1349,Virginia Tech,Blacksburg,VA,1,5,2,0
2689010,VGVhY2hlci0yNjg5MDEw,Nicole,Pitterson,Engineering,1349,Virginia Tech,Blacksburg,VA,4.5,1.5,4,100
1112617,VGVhY2hlci0xMTEyNjE3,Gerardo,Flintsch,Engineering,1349,Virginia Tech,Blacksburg,VA,3.8,4.3,4,0
2963724,VGVhY2hlci0yOTYzNzI0,Dong,Ha,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,2,4,1,0
2742275,VGVhY2hlci0yNzQyMjc1,Yaling,Yang,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,1,2.5,2,0
2875128,VGVhY2hlci0yODc1MTI4,Cary,Harwood,Engineering,1349,Virginia Tech,Blacksburg,VA,5,1.5,2,100
2702137,VGVhY2hlci0yNzAyMTM3,Ashley,Johnson,Engineering,1349,Virginia Tech,Blacksburg,VA,4.5,1.5,2,100
2551946,VGVhY2hlci0yNTUxOTQ2,Abiola,Akanmu,Building Construction,1349,Virginia Tech,Blacksburg,VA,3.2,4,6,66.6667
2426911,VGVhY2hlci0yNDI2OTEx,Rachieda,Lewis,Engineering,1349,Virginia Tech,Blacksburg,VA,4.5,2.3,4,100
2902367,VGVhY2hlci0yOTAyMzY3,Andrew,Kulak,Computer Science,1349,Virginia Tech,Blacksburg,VA,1.4,3.6,8,12.5
2774471,VGVhY2hlci0yNzc0NDcx,Jonathan,Czuba,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,3,100
2336582,VGVhY2hlci0yMzM2NTgy,B. Aditya,Prakash,Computer Science,1349,Virginia Tech,Blacksburg,VA,2,4,1,0
2615567,VGVhY2hlci0yNjE1NTY3,Chang Min,Son,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,2,4.3,4,25
2818651,VGVhY2hlci0yODE4NjUx,Prasenjit,Ghorai,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,1,4.3,4,0
2852287,VGVhY2hlci0yODUyMjg3,Benjamin,Goldschneider,Engineering,1349,Virginia Tech,Blacksburg,VA,4.8,2.2,5,100
2941268,VGVhY2hlci0yOTQxMjY4,Julia,Kleponis,Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,1,100
2937351,VGVhY2hlci0yOTM3MzUx,Christopher,Cuozzo,Computer Science,1349,Virginia Tech,Blacksburg,VA,5,1,1,100
2937346,VGVhY2hlci0yOTM3MzQ2,Kurt,Luther,Computer Science,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
2266466,VGVhY2hlci0yMjY2NDY2,Christopher,Roy,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,5,2.7,3,100
2935796,VGVhY2hlci0yOTM1Nzk2,John,Palmore Jr.,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,2,5,1,0
2595014,VGVhY2hlci0yNTk1MDE0,Phil,Agee,Building Construction,1349,Virginia Tech,Blacksburg,VA,5,3,3,100
2919454,VGVhY2hlci0yOTE5NDU0,Yoonjin,Kim,Computer Science,1349,Virginia Tech,Blacksburg,VA,0,0,0,-1
2907708,VGVhY2hlci0yOTA3NzA4,Vassillis,Kekatos,Engineering,1349,Virginia Tech,Blacksburg,VA,1,3.8,4,0
2913544,VGVhY2hlci0yOTEzNTQ0,Nanyaporn,Intaratep,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,4,4,1,100
2883670,VGVhY2hlci0yODgzNjcw,Taha,Hassan,Computer Science,1349,Virginia Tech,Blacksburg,VA,3.7,3.8,6,66.6667
1015332,VGVhY2hlci0xMDE1MzMy,Laurel,Travis,Engineering,1349,Virginia Tech,Blacksburg,VA,3.1,3.3,13,50
2831751,VGVhY2hlci0yODMxNzUx,Sharath,Raghvendra,Computer Science,1349,Virginia Tech,Blacksburg,VA,3,4.5,2,50
2551961,VGVhY2hlci0yNTUxOTYx,Georg,Reichard,Building Construction,1349,Virginia Tech,Blacksburg,VA,1.8,3.8,6,16.6667
2774474,VGVhY2hlci0yNzc0NDc0,Ryan,Senger,Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,1,100
2700527,VGVhY2hlci0yNzAwNTI3,Shingirai,Kwaramba,Engineering,1349,Virginia Tech,Blacksburg,VA,3,2.5,2,100
2862863,VGVhY2hlci0yODYyODYz,Ella,Atkins,Engineering,1349,Virginia Tech,Blacksburg,VA,3,3,1,100
2847661,VGVhY2hlci0yODQ3NjYx,Khadijah,Al Safwan,Computer Science,1349,Virginia Tech,Blacksburg,VA,5,1.5,2,100
2833802,VGVhY2hlci0yODMzODAy,Prahalada,Rao,Engineering,1349,Virginia Tech,Blacksburg,VA,4,3,1,100
2400179,VGVhY2hlci0yNDAwMTc5,Joseph,Meadows,Engineering,1349,Virginia Tech,Blacksburg,VA,4,3.6,5,60
2798600,VGVhY2hlci0yNzk4NjAw,Antonio,Trani,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,2,100
2837128,VGVhY2hlci0yODM3MTI4,Jenna,Sims,Engineering,1349,Virginia Tech,Blacksburg,VA,5,1,2,100
1771700,VGVhY2hlci0xNzcxNzAw,Kenneth,Stevens,Computer Science,1349,Virginia Tech,Blacksburg,VA,1.9,3.6,13,33.3333
11202,VGVhY2hlci0xMTIwMg==,Hanif,Sherali,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2.7,7,100
2807824,VGVhY2hlci0yODA3ODI0,Derek,Haqq,Computer Science,1349,Virginia Tech,Blacksburg,VA,3.4,2.4,5,60
2110489,VGVhY2hlci0yMTEwNDg5,Michael,Ellis,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,4.3,3.3,3,100
984012,VGVhY2hlci05ODQwMTI=,Thomas,Mills,Building Construction,1349,Virginia Tech,Blacksburg,VA,2.7,2.7,9,25
923563,VGVhY2hlci05MjM1NjM=,Allen,MacKenzie,Engineering,1349,Virginia Tech,Blacksburg,VA,1.3,4,3,0
1620790,VGVhY2hlci0xNjIwNzkw,Hesham,Rakha,Engineering,1349,Virginia Tech,Blacksburg,VA,3,4,3,33.3333
2632179,VGVhY2hlci0yNjMyMTc5,Andrey,Esakia,Computer Science,1349,Virginia Tech,Blacksburg,VA,4,2,2,100
2722388,VGVhY2hlci0yNzIyMzg4,Anuj,Karpatne,Computer Science,1349,Virginia Tech,Blacksburg,VA,4.5,3.5,4,75
590972,VGVhY2hlci01OTA5NzI=,Noah,Barnette,Computer Science,1349,Virginia Tech,Blacksburg,VA,2,4.1,51,27.2727
358303,VGVhY2hlci0zNTgzMDM=,William,McQuain,Computer Science,1349,Virginia Tech,Blacksburg,VA,2.8,4.1,23,46.1538
1674839,VGVhY2hlci0xNjc0ODM5,Daniel,Dudek,Engineering,1349,Virginia Tech,Blacksburg,VA,4.5,3,2,100
319547,VGVhY2hlci0zMTk1NDc=,Richard,Cooper,Engineering,1349,Virginia Tech,Blacksburg,VA,4.8,3,2,100
1104174,VGVhY2hlci0xMTA0MTc0,Mehdi,Ahmadian,Engineering,1349,Virginia Tech,Blacksburg,VA,3.7,1.7,3,100
2798415,VGVhY2hlci0yNzk4NDE1,Mark,Huerta,Engineering,1349,Virginia Tech,Blacksburg,VA,5,1,2,100
2657365,VGVhY2hlci0yNjU3MzY1,Pinhas,Ben-Tzvi,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,4.6,3.4,22,90.9091
2666660,VGVhY2hlci0yNjY2NjYw,Zheng,Li,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,4.3,2.3,3,66.6667
2696031,VGVhY2hlci0yNjk2MDMx,Andria,Esakia,Computer Science,1349,Virginia Tech,Blacksburg,VA,4.5,1.5,2,100
2743862,VGVhY2hlci0yNzQzODYy,Eunsil,Lee,Engineering,1349,Virginia Tech,Blacksburg,VA,4.4,2.3,7,85.7143
2774491,VGVhY2hlci0yNzc0NDkx,Elena,Lind,Electrical amp Computer Engineering,1349,Virginia Tech,Blacksburg,VA,2,5,2,50
2747347,VGVhY2hlci0yNzQ3MzQ3,Changwoo,Min,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,3,3,1,100
2790842,VGVhY2hlci0yNzkwODQy,Inga,Schlier,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
2770823,VGVhY2hlci0yNzcwODIz,Yalong,Yang,Computer Science,1349,Virginia Tech,Blacksburg,VA,1.3,5,14,0
2456924,VGVhY2hlci0yNDU2OTI0,Homero,Murzi,Engineering,1349,Virginia Tech,Blacksburg,VA,5,1.5,2,100
2782604,VGVhY2hlci0yNzgyNjA0,Adrian,Sandu,Computer Science,1349,Virginia Tech,Blacksburg,VA,2,5,1,0
1908383,VGVhY2hlci0xOTA4Mzgz,Raffaella,De Vita,Engineering,1349,Virginia Tech,Blacksburg,VA,1.9,4.2,5,0
2187666,VGVhY2hlci0yMTg3NjY2,Sunil,Sinha,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,1.5,1.8,4,0
2741507,VGVhY2hlci0yNzQxNTA3,Patrick,Butler,Computer Science,1349,Virginia Tech,Blacksburg,VA,1,3,2,0
2774485,VGVhY2hlci0yNzc0NDg1,Kyle,Strom,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,3,4,1,100
2771597,VGVhY2hlci0yNzcxNTk3,Jaime,De La Ree,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,5,4,1,100
2718122,VGVhY2hlci0yNzE4MTIy,Shivakumar,Ranganathan,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,1.3,4.4,7,0
2761237,VGVhY2hlci0yNzYxMjM3,S. C.,Mariger,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
2742362,VGVhY2hlci0yNzQyMzYy,Haibo,Zeng,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,2.5,2.5,2,50
2724416,VGVhY2hlci0yNzI0NDE2,Jeremi,London,Engineering,1349,Virginia Tech,Blacksburg,VA,2,2.7,3,66.6667
991421,VGVhY2hlci05OTE0MjE=,Jamie,De La Ree,Engineering,1349,Virginia Tech,Blacksburg,VA,4.8,4.3,3,100
2723653,VGVhY2hlci0yNzIzNjUz,Heng,Xiao,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,4,3.5,2,0
2582936,VGVhY2hlci0yNTgyOTM2,Weijun,Xie,Engineering,1349,Virginia Tech,Blacksburg,VA,1,5,1,0
2550770,VGVhY2hlci0yNTUwNzcw,Layne,Watson,Computer Science,1349,Virginia Tech,Blacksburg,VA,1,5,2,0
2470380,VGVhY2hlci0yNDcwMzgw,Rodrigo,Sarlo,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
2750095,VGVhY2hlci0yNzUwMDk1,Dong,Dong,Electrical & Computer Engineering,1349,Virginia Tech,Blacksburg,VA,1,5,1,0
2275976,VGVhY2hlci0yMjc1OTc2,Dennis,Kafura,Computer Science,1349,Virginia Tech,Blacksburg,VA,4.7,2.7,3,100
1864831,VGVhY2hlci0xODY0ODMx,Hamilton,Turner,Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,1,100
2700521,VGVhY2hlci0yNzAwNTIx,Michael,Taaffe,Engineering,1349,Virginia Tech,Blacksburg,VA,5,4,2,100
2605480,VGVhY2hlci0yNjA1NDgw,Lindah,Kotut,Computer Science,1349,Virginia Tech,Blacksburg,VA,2.7,4.1,16,43.75
2620781,VGVhY2hlci0yNjIwNzgx,Kase,Poling,Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,1,100
2658200,VGVhY2hlci0yNjU4MjAw,Arefeh,Mohammadi,Engineering,1349,Virginia Tech,Blacksburg,VA,4,2,4,100
2347380,VGVhY2hlci0yMzQ3Mzgw,Tanyel,Bulbul,Building Construction,1349,Virginia Tech,Blacksburg,VA,4,5,1,100
2700515,VGVhY2hlci0yNzAwNTE1,Ozan,Sert,Engineering,1349,Virginia Tech,Blacksburg,VA,4,3,1,100
2084650,VGVhY2hlci0yMDg0NjUw,Matthew,Rice,Engineering,1349,Virginia Tech,Blacksburg,VA,3,3.8,5,75
2654357,VGVhY2hlci0yNjU0MzU3,Wenjun,Cai,Engineering,1349,Virginia Tech,Blacksburg,VA,4,3,1,100
2661892,VGVhY2hlci0yNjYxODky,Tawni,Paradise,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,2,100
2104111,VGVhY2hlci0yMTA0MTEx,Adam,Barnes,Engineering,1349,Virginia Tech,Blacksburg,VA,3.7,4.3,3,66.6667
2214523,VGVhY2hlci0yMjE0NTIz,Jia-Bin,Huang,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,1,1,1,0
2525743,VGVhY2hlci0yNTI1NzQz,Kichol,Lee,Engineering,1349,Virginia Tech,Blacksburg,VA,1,3.7,3,0
2657897,VGVhY2hlci0yNjU3ODk3,Sara,Arena,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
2651800,VGVhY2hlci0yNjUxODAw,Scott,Sink,Engineering,1349,Virginia Tech,Blacksburg,VA,1,5,3,0
2087197,VGVhY2hlci0yMDg3MTk3,Ingrid,St. Omer,Engineering,1349,Virginia Tech,Blacksburg,VA,1.3,4.4,14,11.1111
2621274,VGVhY2hlci0yNjIxMjc0,Robert,Matthews,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,1,3,1,0
618929,VGVhY2hlci02MTg5Mjk=,Scott,Hendricks,Engineering,1349,Virginia Tech,Blacksburg,VA,4,4,28,0
2100394,VGVhY2hlci0yMTAwMzk0,William,Butler,Engineering,1349,Virginia Tech,Blacksburg,VA,4.2,4,3,100
2550043,VGVhY2hlci0yNTUwMDQz,Juliana,Pacheco Duarte,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,2.3,3.7,3,33.3333
2615555,VGVhY2hlci0yNjE1NTU1,Yunhui,Zhu,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,4,3,1,100
2213567,VGVhY2hlci0yMjEzNTY3,Bob,Muir,Building Construction,1349,Virginia Tech,Blacksburg,VA,1,5,1,0
2551955,VGVhY2hlci0yNTUxOTU1,Ashley,Johnson,Building Construction,1349,Virginia Tech,Blacksburg,VA,3,2,2,100
2348634,VGVhY2hlci0yMzQ4NjM0,Maryam,Shakiba,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,2.7,3.7,3,33.3333
2276645,VGVhY2hlci0yMjc2NjQ1,Christopher,Williams,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,5,3.3,3,100
2566613,VGVhY2hlci0yNTY2NjEz,Mekonen,Halefom,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,1,100
2560391,VGVhY2hlci0yNTYwMzkx,Peter,Athanas,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,1,4,1,0
2212086,VGVhY2hlci0yMjEyMDg2,Ken,Reid,Engineering,1349,Virginia Tech,Blacksburg,VA,4.7,3.3,3,100
2432719,VGVhY2hlci0yNDMyNzE5,Thaddeus,Black,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,2.5,3.8,4,50
2472071,VGVhY2hlci0yNDcyMDcx,Indhira,Hasbun,Engineering,1349,Virginia Tech,Blacksburg,VA,4.5,2,2,100
2430396,VGVhY2hlci0yNDMwMzk2,David,Goldsmith,Engineering,1349,Virginia Tech,Blacksburg,VA,2.3,3,4,50
2475211,VGVhY2hlci0yNDc1MjEx,Jeffery,Mayer,Engineering,1349,Virginia Tech,Blacksburg,VA,1,5,1,0
2264360,VGVhY2hlci0yMjY0MzYw,James,Hanna,Engineering,1349,Virginia Tech,Blacksburg,VA,3,4.5,2,50
2230296,VGVhY2hlci0yMjMwMjk2,Michael,Irwin,Computer Science,1349,Virginia Tech,Blacksburg,VA,4.5,3.5,2,100
1169186,VGVhY2hlci0xMTY5MTg2,Russell,Green,Civil Engineering,1349,Virginia Tech,Blacksburg,VA,4.8,1.4,5,100
2281534,VGVhY2hlci0yMjgxNTM0,Abdelbaset,Hamza,Engineering,1349,Virginia Tech,Blacksburg,VA,4,3.7,3,66.6667
2444395,VGVhY2hlci0yNDQ0Mzk1,Jiepu,Jiang,Computer Science,1349,Virginia Tech,Blacksburg,VA,3.7,2.7,3,66.6667
1833640,VGVhY2hlci0xODMzNjQw,Holly,Matusovich,Engineering,1349,Virginia Tech,Blacksburg,VA,4,1,1,100
2389259,VGVhY2hlci0yMzg5MjU5,Bailey,Cooper,Engineering,1349,Virginia Tech,Blacksburg,VA,1,4.5,2,0
2277052,VGVhY2hlci0yMjc3MDUy,Donatus,Ohanehi,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,2.3,2.7,3,66.6667
2394694,VGVhY2hlci0yMzk0Njk0,Alexey,Onufriev,Computer Science,1349,Virginia Tech,Blacksburg,VA,1,5,1,0
2384212,VGVhY2hlci0yMzg0MjEy,Jake,Grohs,Engineering,1349,Virginia Tech,Blacksburg,VA,3.5,3,2,50
656267,VGVhY2hlci02NTYyNjc=,Maura,Borrego,Engineering,1349,Virginia Tech,Blacksburg,VA,4,2.8,8,100
2374877,VGVhY2hlci0yMzc0ODc3,Chris,Jelesnianski,Engineering,1349,Virginia Tech,Blacksburg,VA,2,4,1,0
2335317,VGVhY2hlci0yMzM1MzE3,Patrick,Koelling,Engineering,1349,Virginia Tech,Blacksburg,VA,3,4,1,0
2061496,VGVhY2hlci0yMDYxNDk2,Joe,O'Neal,Building Construction,1349,Virginia Tech,Blacksburg,VA,3.5,2.5,2,0
1857373,VGVhY2hlci0xODU3Mzcz,Richard,Goff,Engineering,1349,Virginia Tech,Blacksburg,VA,4.3,3,3,100
2253346,VGVhY2hlci0yMjUzMzQ2,Yousef,Jalali,Engineering,1349,Virginia Tech,Blacksburg,VA,5,2,3,100
2259324,VGVhY2hlci0yMjU5MzI0,Alfonso,Rivera,Engineering,1349,Virginia Tech,Blacksburg,VA,2,3,1,0
1458241,VGVhY2hlci0xNDU4MjQx,Tamal,Bose,Electrical Engineering,1349,Virginia Tech,Blacksburg,VA,3.5,3.8,4,100
1924690,VGVhY2hlci0xOTI0Njkw,Ashish,Agrawal,Engineering,1349,Virginia Tech,Blacksburg,VA,1.7,3.3,6,0
2184015,VGVhY2hlci0yMTg0MDE1,Kevin,Wang,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,1,5,2,0
1786829,VGVhY2hlci0xNzg2ODI5,Kacie,Hodges,Engineering,1349,Virginia Tech,Blacksburg,VA,3.2,3,5,50
988181,VGVhY2hlci05ODgxODE=,Csaba,Egyhazy,Computer Science,1349,Virginia Tech,Blacksburg,VA,2.1,3.8,4,100
2267535,VGVhY2hlci0yMjY3NTM1,Pablo,Tarazaga,Mechanical Engineering,1349,Virginia Tech,Blacksburg,VA,5,3,1,100
2266471,VGVhY2hlci0yMjY2NDcx,Pradeep,Raj,Aerospace Studies,1349,Virginia Tech,Blacksburg,VA,3,2,1,0
